id,繁體字,部首,筆畫,普通話拼音,粵拼,學習階段,字例,相關詞語數目,相關詞語
3802,誦,言,14,sòng,zung6〔頌〕,第一學習階段,,2,背誦、朗誦
3803,誌,言,14,zhì,zi3〔至〕,第一學習階段,,3,標誌、標識、雜誌
3804,語,言,14,yǔ,jyu5〔雨〕,第一學習階段,,19,語文、語句、語言、語音、語氣、語調、外語、母語、成語、自言自語、言語、俗語、英語、國語、評語、詞語、漢語、標語、謎語
3805,誣,言,14,wū,mou4〔毛〕,第二學習階段,,1,誣告
3806,認,言,14,rèn,jing6〔英6〕,第二學習階段,,11,認同、認定、認為、認真、認得、認識、公認、否認、承認、確認、辨認
3807,誡,言,14,jiè,gaai3〔介〕,第二學習階段,,1,告誡
3808,誓,言,14,shì,sai6〔逝〕,第二學習階段,,2,宣誓、發誓
3809,誤,言,14,wù,ng6〔悟〕,第一學習階段,,8,誤差、誤會、誤解、誤導、失誤、延誤、耽誤、錯誤
3811,誨,言,14,huì,fui3〔悔〕,第二學習階段,,1,教誨
3812,誘,言,14,yòu,jau5〔友〕,第二學習階段,,3,誘惑、誘發、引誘
3814,誼,言,15,yì,ji4〔宜〕；ji6〔二〕,第一學習階段,,6,義父、誼父、義母、誼母、友誼、情誼
3815,諒,言,15,liɑ̀ng,loeng6〔亮〕,第一學習階段,,3,諒解、原諒、體諒
3816,談,言,15,tɑ́n,taam4〔潭〕,第一學習階段,,11,談及、談天、聊天、談判、談笑、談話、談論、交談、座談、閒談、會談
3818,請,言,15,qǐng,cing2〔拯〕,第一學習階段,,11,請示、請求、請帖、請客、請假、請問、請教、請願、申請、聘請、邀請
3819,諸,言,15,zhū,zyu1〔朱〕,第二學習階段,,2,諸多、諸侯
3820,課,言,15,kè,fo3〔貨〕,第一學習階段,,13,教室、課室、課文、課外、課本、課堂、課程、課餘、課題、下課、上課、功課、家課
3821,誕,言,15,dɑ̀n,daan3〔旦〕,第一學習階段,,3,誕生、誕辰、聖誕卡
3824,調,言,15,diɑ̀o；tiɑ́o,diu6〔掉〕；tiu4〔條〕,第一學習階段,①格調 ②.調動 ③協調,23,調子、調皮、調度、調查、調校、調動、調換、調節、調解、調劑、調整、曲調、協調、抽調、空調、格調、強調、情調、烹調、單調、對調、語調、聲調
3825,誰,言,15,shéi；shuí,seoi4〔垂〕,第一學習階段,,0,
3826,論,言,15,lùn,leon6〔吝〕,第二學習階段,,18,論文、論證、不論、言論、爭論、社論、相提並論、討論、推論、理論、無論、無論如何、結論、評論、談論、輿論、議論、辯論
3830,諮,言,16,zī,zi1〔之〕,第二學習階段,,1,諮詢
3832,謀,言,16,móu,mau4〔牟〕,第二學習階段,,6,謀生、謀求、謀殺、串謀、參謀、陰謀
3833,諜,言,16,dié,dip6〔碟〕,第二學習階段,,1,間諜
3835,諧,言,16,xié,haai4〔孩〕,第一學習階段,,1,和諧
3836,諾,言,16,nuò,nok6〔挪惡6〕,第二學習階段,,1,承諾
3838,謂,言,16,wèi,wai6〔位〕,第二學習階段,,3,可謂、所謂、無所謂
3839,諷,言,16,fěng,fung3〔風3〕,第二學習階段,,1,諷刺
3840,諭,言,16,yù,jyu6〔預〕,第二學習階段,,1,勸諭
3841,謎,言,17,mí,mai4〔迷〕,第一學習階段,,1,謎語
3843,謙,言,17,qiɑ̄n,him1〔欠1〕,第二學習階段,,3,謙厚、謙虛、謙遜
3844,講,言,17,jiɑ̌ng,gong2〔港〕,第一學習階段,,10,講台、講究、講述、講師、講座、講義、講解、講話、講學、演講
3845,謊,言,17,huɑ̌ng,fong1〔方〕,第一學習階段,,1,説謊
3846,謠,言,17,yɑ́o,jiu4〔搖〕,第一學習階段,,2,謠言、童謠
3847,謝,言,17,xiè,ze6〔榭〕,第一學習階段,,3,謝謝、多謝、感謝
3850,謹,言,18,jǐn,gan2〔僅〕,第二學習階段,,3,謹慎、拘謹、嚴謹
3851,謬,言,18,miù,mau6〔茂〕,第二學習階段,,1,荒謬
3852,譜,言,19,pǔ,pou2〔普〕,第二學習階段,,1,譜寫
3853,識,言,19,shí；zhì,sik1〔色〕；zi3〔志〕,第一學習階段,,15,識字、識別、共識、見識、知識、知識份子、知識分子、相識、常識、意識、認識、標誌、標識、賞識、學識
3855,證,言,19,zhèng,zing3〔正〕,第一學習階段,,16,證件、證明、證書、證實、證據、公證、求證、身份證、身分證、例證、保證、球證、論證、憑證、簽證、驗證
3859,議,言,20,yì,ji5〔以〕,第一學習階段,,11,議會、議論、不可思議、抗議、決議、協議、爭議、建議、商議、提議、會議
3860,譬,言,20,pì,pei3〔屁〕,第二學習階段,,1,譬如
3861,警,言,20,jǐng,ging2〔竟〕,第一學習階段,,15,警方、警司、警告、警員、警惕、警隊、警署、警察、警鐘、警衞、火警、刑警、特警、報警、幹警
3862,譯,言,20,yì,jik6〔亦〕,第二學習階段,,1,翻譯
3863,護,言,21,hù,wu6〔互〕,第二學習階段,,10,護士、護理、護照、庇護、保護、掩護、愛護、維護、擁護、辯護
3865,譽,言,20,yù,jyu6〔御〕,第二學習階段,,4,名譽、盛譽、榮譽、聲譽
3866,讀,言,22,dú,duk6〔毒〕,第一學習階段,,10,讀物、讀者、讀書、入讀、升讀、宣讀、朗讀、報讀、就讀、閲讀
3867,變,言,23,biɑ̀n,bin3〔邊3〕,第一學習階段,,14,變化、變化多端、變本加厲、變色、變更、變革、變動、變換、變態、變遷、改變、政變、演變、轉變
3868,讓,言,24,rɑ̀ng,joeng6〔樣〕,第一學習階段,,3,割讓、轉讓、辭讓
3871,讚,言,26,zɑ̀n,zaan3〔贊〕,第一學習階段,,5,讚美、讚揚、讚歎、讚賞、稱讚
3872,谷,谷,7,gǔ,guk1〔菊〕,第一學習階段,,2,山谷、峽谷
3875,豆,豆,7,dòu,dau6〔逗〕,第一學習階段,,3,豆腐、紅豆、綠豆
3876,豈,豆,10,qǐ,hei2〔起〕,第二學習階段,,0,
3877,豉,豆,11,chǐ,si6〔視〕,第一學習階段,,2,醬油、豉油
3879,豎,豆,15,shù,syu6〔樹〕,第二學習階段,,0,
3880,豐,豆,18,fēng,fung1〔風〕,第一學習階段,,4,豐收、豐盛、豐富、豐滿
3881,豔,豆,28,yɑ̀n,jim6〔驗〕,第一學習階段,,2,豔麗、鮮豔
3883,豚,豕,11,tún,tyun4〔團〕,第一學習階段,,1,海豚
3884,象,豕,12,xiɑ̀ng,zoeng6〔丈〕,第一學習階段,,13,象形、象徵、天象、包羅萬有、包羅萬象、印象、形象、抽象、氣象、現象、景象、跡象、對象
3886,豪,豕,14,hɑ́o,hou4〔毫〕,第二學習階段,,4,豪傑、豪華、自豪、富豪
3887,豬,豕,15,zhū,zyu1〔朱〕,第一學習階段,,0,
3888,豫,豕,16,yù,jyu6〔裕〕,第二學習階段,,2,猶豫、猶疑
3890,豹,豸,10,bɑ̀o,paau3〔炮〕,第一學習階段,,1,雪豹
3893,貌,豸,14,mɑ̀o,maau6〔矛6〕,第一學習階段,,4,外貌、面貌、風貌、禮貌
3894,貓,豸,16,mɑ̄o,maau1〔矛1〕,第一學習階段,,2,貓頭鷹、大熊貓
3895,貝,貝,7,bèi,bui3〔輩〕,第一學習階段,,3,貝殼、分貝、寶貝
3897,負,貝,9,fù,fu6〔付〕,第二學習階段,,8,負荷、負責、負債、負傷、負極、負擔、勝負、欺負
3898,財,貝,10,cɑ́i,coi4〔才〕,第一學習階段,,9,財赤、財物、財政、財務、財產、財富、財經、財團、發財
3899,貢,貝,10,gòng,gung3〔槓〕,第一學習階段,,1,貢獻
3900,販,貝,11,fɑ̀n,faan3〔泛〕,第一學習階段,,4,販毒、販賣、小販、商販
3901,責,貝,11,zé,zaak3〔窄〕,第一學習階段,,7,責任、責怪、責備、責罵、指責、負責、職責
3902,貫,貝,11,guɑ̀n,gun3〔灌〕,第二學習階段,,5,貫穿、貫徹、貫徹始終、一貫、連貫
3903,貨,貝,11,huò,fo3〔課〕,第一學習階段,,12,貨物、貨品、貨倉、貨幣、貨輪、貨櫃、集裝箱、百貨、百貨公司、通貨、雜貨舖、雜貨鋪
3904,貪,貝,11,tɑ̄n,taam1〔探1〕,第一學習階段,,2,貪心、貪污
3905,貧,貝,11,pín,pan4〔頻〕,第一學習階段,,3,貧困、貧苦、貧窮
3906,貯,貝,12,zhù,cyu5〔儲〕,第一學習階段,,2,貯存、貯藏
3907,貳,貝,12,èr,ji6〔義〕,第二學習階段,,0,
3909,費,貝,12,fèi,fai3〔肺〕,第二學習階段,,10,費用、小費、收費、自費、免費、花費、浪費、消費、經費、學費
3910,賀,貝,12,hè,ho6〔可6〕,第一學習階段,,2,恭賀、祝賀
3911,貼,貝,12,tiē,tip3〔帖〕,第一學習階段,,7,貼切、貼紙、津貼、張貼、補貼、緊貼、標貼
3912,貴,貝,12,guì,gwai3〔季〕,第一學習階段,,12,貴妃、貴重、貴族、貴賓、可貴、名貴、昂貴、珍貴、高貴、尊貴、難能可貴、寶貴
3913,買,貝,12,mɑ̌i,maai5〔埋5〕,第一學習階段,①一筆買賣 ②買賣都要付佣金,3,買家、買賣、購買
3915,貶,貝,12,biɑ̌n,bin2〔扁〕,第二學習階段,,2,貶值、貶義
3916,貿,貝,12,mɑ̀o,mau6〔茂〕,第二學習階段,,2,貿易、外貿
3917,貸,貝,12,dɑ̀i,taai3〔太〕,第二學習階段,,2,貸款、信貸
3919,資,貝,13,zī,zi1〔之〕,第二學習階段,,17,資本、資助、資金、資料、資格、資訊、資深、資產、資源、工資、外資、合資、投資、物資、直資、師資、集資
3920,賊,貝,13,zéi,caak6〔拆6〕,第一學習階段,,1,盜賊
3923,賄,貝,13,huì,kui2〔繪〕,第二學習階段,,3,賄賂、行賄、受賄
3924,賃,貝,13,lìn,jam6〔任〕,第二學習階段,,1,租賃
3925,賂,貝,13,lù,lou6〔路〕,第二學習階段,,1,賄賂
3926,賓,貝,14,bīn,ban1〔奔〕,第一學習階段,,5,賓館、外賓、貴賓、酬賓、嘉賓
3927,賑,貝,14,zhèn,zan3〔振〕,第二學習階段,,1,賑災
3929,賠,貝,15,péi,pui4〔培〕,第二學習階段,,1,賠償
3930,賦,貝,15,fù,fu3〔副〕,第二學習階段,,0,
3931,賤,貝,15,jiɑ̀n,zin6〔箋6〕,第二學習階段,,0,
3932,賬,貝,15,zhɑ̀ng,zoeng3〔帳〕,第二學習階段,,2,帳目、賬目
3933,賭,貝,15,dǔ,dou2〔島〕,第二學習階段,,1,賭博
3934,賢,貝,15,xiɑ́n,jin4〔言〕,第二學習階段,,1,賢能
3935,賣,貝,15,mɑ̀i,maai6〔邁〕,第一學習階段,①一筆買賣 ②買賣都要付佣金,9,賣力、賣座、出賣、拍賣、非賣品、售賣、販賣、買賣、擺賣
3936,賞,貝,15,shɑ̌ng,soeng2〔想〕,第二學習階段,,6,賞心悦目、賞月、賞識、欣賞、觀賞、讚賞
3937,賜,貝,15,cì,ci3〔次〕,第二學習階段,,0,
3938,質,貝,15,zhì,zat1〔騭〕；zi3〔至〕,第二學習階段,,16,質素、質量、質疑、人質、水質、地質、性質、物質、品質、氣質、特質、素質、蛋白質、實質、優質、礦物質
3939,賴,貝,16,lɑ̀i,laai6〔拉6〕,第二學習階段,,1,依賴
3940,賺,貝,17,zhuɑ̀n,zaan6〔綻〕,第二學習階段,,1,賺錢
3941,賽,貝,17,sɑ̀i,coi3〔菜〕,第一學習階段,,15,賽事、賽馬、賽場、賽跑、賽道、大賽、比賽、決賽、初賽、參賽、球賽、預賽、複賽、聯賽、競賽
3942,購,貝,17,gòu,kau3〔扣〕；gau3〔救〕,第一學習階段,,5,購買、收購、訂購、採購、選購
3944,贈,貝,19,zèng,zang6〔甑〕,第二學習階段,,1,捐贈
3946,贊,貝,19,zɑ̀n,zaan3〔讚〕,第一學習階段,,3,贊同、贊成、贊助
3947,贏,貝,20,yíng,jing4〔形〕；jeng4〔也鏡4〕,第二學習階段,,1,贏得
3949,贓,貝,21,zɑ̄ng,zong1〔莊〕,第二學習階段,,1,贓物
3950,贖,貝,22,shú,suk6〔孰〕,第二學習階段,,1,贖金
3952,赤,赤,7,chì,cek3〔尺〕；cik3〔斥3〕,第二學習階段,,2,赤字、財赤
3957,走,走,7,zǒu,zau2〔酒〕,第一學習階段,,12,走向、走私、走後門、走動、走廊、走開、走路、出走、行走、奔走、逃走、趕走
3958,赴,走,9,fù,fu6〔父〕,第二學習階段,,2,全力以赴、奔赴
3959,赳,走,9,jiū,gau2〔九〕；dau2〔斗〕,第一學習階段,,1,赳赳
3960,起,走,10,qǐ,hei2〔喜〕,第一學習階段,,27,起用、起伏、起先、起步、起來、起初、起勁、起飛、起草、起訴、起源、起義、起碼、起點、起牀、一起、了不起、引起、四起、看不起、崛起、掀起、異軍突起、提起、發起、對不起、興起
3961,越,走,12,yuè,jyut6〔月〕,第二學習階段,,5,越過、卓越、飛越、超越、優越
3962,超,走,12,chɑ̄o,ciu1〔昭〕,第一學習階段,,6,超人、超出、超級、超級市場、超越、超過
3963,趁,走,12,chèn,can3〔襯〕,第二學習階段,,0,
3965,趕,走,14,gɑ̌n,gon2〔稈〕,第一學習階段,,6,趕忙、趕快、趕走、趕路、趕緊、追趕
3966,趣,走,15,qù,ceoi3〔脆〕,第一學習階段,,6,趣味、趣怪、有趣、情趣、樂趣、興趣
3967,趟,走,15,tɑ̀ng,tong3〔燙〕,第二學習階段,,0,
3968,趨,走,17,qū,ceoi1〔吹〕,第二學習階段,,2,趨向、趨勢
3969,足,足,7,zú,zuk1〔竹〕,第二學習階段,①手足 ②不足,15,足以、足夠、足球、足跡、十足、不足、心滿意足、充足、美中不足、微不足道、蜈蚣、百足、滿足、遠足、舉足輕重
3970,趴,足,9,pɑ̄,paa1〔扒1〕,第二學習階段,,0,
3971,趾,足,11,zhǐ,zi2〔子〕,第一學習階段,,1,腳趾
3973,距,足,12,jù,keoi5〔拒〕,第二學習階段,,3,距離、相距、差距
3976,跑,足,12,pɑ̌o,paau2〔拋2〕,第一學習階段,,5,跑步、跑道、奔跑、逃跑、賽跑
3977,跌,足,12,diē,dit3〔秩3〕,第一學習階段,,3,跌打、跌眼鏡、下跌
3978,跛,足,12,bǒ,bo2〔波2〕,第二學習階段,,0,
3980,跡,足,13,jì,zik1〔即〕,第一學習階段,,8,跡象、古跡、足跡、事跡、奇跡、痕跡、遺跡、蹤跡
3981,跟,足,13,gēn,gan1〔巾〕,第一學習階段,,4,跟前、跟隨、跟蹤、跟着
3982,跨,足,13,kuɑ̀,kwaa1〔誇〕,第二學習階段,,1,橫跨
3983,路,足,13,lù,lou6〔露〕,第一學習階段,,22,路人、路上、路口、路軌、路徑、路程、路過、路線、一路、小路、山路、公路、出路、走路、馬路、道路、網路、趕路、線路、銷路、鐵路、鐵道
3984,跳,足,13,tiɑ̀o,tiu3〔眺〕,第一學習階段,,7,跳水、跳蚤、跳動、跳舞、跳繩、跳躍、心跳
3986,跪,足,13,guì,gwai6〔櫃〕,第二學習階段,,0,
3989,踐,足,15,jiɑ̀n,cin5〔千5〕,第二學習階段,,1,實踐
3991,踢,足,15,tī,tek3〔拖尺3〕,第一學習階段,,0,
3992,踏,足,15,tɑ̄；tɑ̀,daap6〔答6〕,第一學習階段,,5,踏青、踏實、自行車、單車、腳踏車
3993,踩,足,15,cɑ̌i,caai2〔猜2〕,第一學習階段,,0,
3995,蹄,足,16,tí,tai4〔提〕,第二學習階段,,0,
3996,踱,足,16,duó,dok6〔鐸〕,第二學習階段,,1,踱步
3997,踴,足,16,yǒng,jung2〔擁〕,第二學習階段,,1,踴躍
4003,蹈,足,17,dɑ̌o,dou6〔杜〕,第一學習階段,,1,舞蹈
4006,蹦,足,18,bèng,bang1〔崩〕,第二學習階段,,0,
4008,蹤,足,18,zōng,zung1〔宗〕,第一學習階段,,5,蹤跡、蹤影、失蹤、追蹤、跟蹤
4009,蹲,足,19,dūn；cún,deon1〔敦〕；cyun4〔全〕,第二學習階段,①蹲坐 ②蹲了腿,0,
4016,躁,足,20,zɑ̀o,cou3〔醋〕,第二學習階段,,1,急躁
4020,躍,足,21,yuè,joek3〔約〕；joek6〔若〕,第二學習階段,,5,活躍、飛躍、雀躍、跳躍、踴躍
4024,身,身,7,shēn,san1〔申〕,第一學習階段,,34,身子、身心、身手、身世、身份、身分、身份證、身分證、身材、身後、身段、身旁、身高、身軀、身邊、身體、身體力行、一身、人身、以身作則、出身、本身、投身、度身訂做、健身、動身、終身、單身、渾身、置身、瘦身、親身、隨身、翻身
4025,躬,身,10,gōng,gung1〔工〕,第二學習階段,,1,鞠躬
4027,躲,身,13,duǒ,do2〔朵〕,第一學習階段,,1,躲避
4028,躺,身,15,tɑ̌ng,tong2〔倘〕,第一學習階段,,0,
4029,軀,身,18,qū,keoi1〔拘〕,第一學習階段,,2,軀體、身軀
4030,車,車,7,chē；jū,ce1〔奢〕；geoi1〔居〕,第一學習階段,①車馬炮 ②汽車,45,車子、車主、車仔麪、車房、車胎、輪胎、車站、車廂、車隊、車禍、車輛、車輪、巴士、公共汽車、水車、火車、卡車、列車、自行車、單車、腳踏車、行車、汽車、房車、的士、出租車、計程車、直通車、風車、馬車、停車場、通車、開夜車、塞車、堵車、煞車、剎車、過山車、電車、電單車、摩托車、機車、轎車、靈車、纜車
4032,軍,車,9,jūn,gwan1〔君〕,第一學習階段,,20,軍人、軍事、軍官、軍區、軍備、軍隊、軍艦、三軍、大軍、行軍、亞軍、季軍、空軍、冠軍、海軍、將軍、異軍突起、陸軍、進軍、撤軍
4033,軌,車,9,guǐ,gwai2〔鬼〕,第一學習階段,,2,軌道、路軌
4037,軟,車,11,ruɑ̌n,jyun5〔遠〕,第一學習階段,,4,軟件、軟弱、軟體、柔軟
4039,軸,車,12,zhóu,zuk6〔俗〕,第二學習階段,,0,
4041,較,車,13,jiɑ̀o,gaau3〔教〕,第二學習階段,,2,比較、計較
4042,載,車,13,zɑ̌i；zɑ̀i,zoi3〔再〕；zoi2〔宰〕,第一學習階段,①一年半載 ②記載 ③滿載 ④載歌載舞,4,記載、盛載、運載、滿載
4045,輔,車,14,fǔ,fu6〔父〕,第一學習階段,,2,輔助、輔導
4047,輕,車,14,qīng,hing1〔兄〕,第一學習階段,,14,輕巧、輕而易舉、輕快、輕易、輕便、輕重、輕視、輕微、輕聲、輕鬆、輕鐵、年輕、掉以輕心、舉足輕重
4049,輝,車,15,huī,fai1〔揮〕,第二學習階段,,3,輝煌、光輝、金碧輝煌
4050,輛,車,15,liɑ̀ng,loeng6〔亮〕,第一學習階段,,1,車輛
4051,輟,車,15,chuò,zyut3〔茁〕,第二學習階段,,1,輟學
4053,輩,車,15,bèi,bui3〔貝〕,第二學習階段,,3,一輩子、長輩、前輩
4054,輪,車,15,lún,leon4〔淪〕,第一學習階段,,9,車胎、輪胎、輪流、輪船、小輪、車輪、貨輪、郵輪、滑輪
4056,輻,車,16,fú,fuk1〔福〕,第二學習階段,,1,輻射
4057,輯,車,16,jí,cap1〔緝〕,第二學習階段,,4,特輯、專輯、編輯、邏輯
4058,輸,車,16,shū,syu1〔書〕,第一學習階段,,5,輸入、輸出、輸血、輸送、運輸
4060,輾,車,17,zhɑ̌n,zin2〔展〕,第二學習階段,,1,輾轉
4063,輿,車,17,yú,jyu4〔如〕,第二學習階段,,1,輿論
4064,轉,車,18,zhuɑ̌n；zhuɑ̀n,zyun2〔專2〕；zyun3〔鑽〕,第一學習階段,①轉折 ②旋轉,25,轉口、轉化、轉交、轉向、轉折、轉動、轉捩點、轉眼、轉眼間、轉瞬間、轉移、轉換、轉達、轉播、轉彎、轉變、轉讓、公轉、好轉、扭轉、倒轉、逆轉、旋轉、運轉、輾轉
4067,轎,車,19,jiɑ̀o,giu2〔矯〕；kiu4〔橋〕,第二學習階段,,1,轎車
4068,轟,車,21,hōng,gwang1〔觥〕,第二學習階段,,1,轟動
4070,辛,辛,7,xīn,san1〔新〕,第一學習階段,,4,辛苦、辛勞、辛勤、艱辛
4071,辜,辛,12,gū,gu1〔姑〕,第二學習階段,,1,無辜
4073,辣,辛,14,lɑ̀,laat6〔剌〕,第二學習階段,,0,
4074,辦,辛,16,bɑ̀n,baan6〔扮〕,第一學習階段,,14,辦公、辦公室、辦事、辦事處、辦法、辦理、主辦、代辦、承辦、創辦、開辦、興辦、舉辦、籌辦
4075,辨,辛,16,biɑ̀n,bin6〔辯〕,第一學習階段,,3,辨別、辨認、分辨
4076,辭,辛,19,cí,ci4〔詞〕,第二學習階段,①修辭 ②不辭勞苦,3,辭職、辭讓、告辭
4077,辯,辛,21,biɑ̀n,bin6〔辨〕,第二學習階段,,3,辯論、辯護、答辯
4078,辰,辰,7,chén,san4〔臣〕,第一學習階段,,3,生辰、時辰、誕辰
4079,辱,辰,10,rǔ,juk6〔肉〕,第二學習階段,,2,屈辱、侮辱
4080,農,辰,13,nóng,nung4〔濃〕,第一學習階段,,14,農夫、農民、農田、農作物、作物、農村、農家、農耕、農產品、農莊、農場、農業、農曆、農藥
4082,迅,辵,7,xùn,seon3〔信〕,第二學習階段,,1,迅速
4084,巡,辵,7,xún,ceon4〔秦〕,第二學習階段,,2,巡迴、巡邏
4085,迎,辵,8,yíng,jing4〔形〕,第二學習階段,,4,迎合、迎面、迎接、歡迎
4086,返,辵,8,fɑ̌n,faan2〔反〕,第一學習階段,,1,遣返
4087,近,辵,8,jìn,gan6〔斤6〕,第一學習階段,,19,近日、近代、近年、近似、近來、近況、近郊、近期、近視、附近、相近、將近、接近、最近、新近、逼近、遠近、鄰近、靠近
4088,述,辵,9,shù,seot6〔術〕,第二學習階段,,5,上述、陳述、描述、講述、敍述
4091,迪,辵,9,dí,dik6〔敵〕,第二學習階段,,1,啟迪
4093,迫,辵,9,pò,bik1〔碧〕；baak1〔白1〕,第二學習階段,,9,迫不及待、急不及待、迫切、迫使、迫害、強迫、被迫、壓迫、擠迫
4097,送,辵,10,sòng,sung3〔宋〕,第一學習階段,,6,送行、送禮、接送、傳送、運送、輸送
4098,逆,辵,10,nì,jik6〔亦〕,第二學習階段,,1,逆轉
4099,迷,辵,10,mí,mai4〔謎〕,第一學習階段,,10,迷人、迷你、迷信、迷惑、迷糊、昏迷、球迷、歌迷、影迷、着迷
4100,退,辵,10,tuì,teoi3〔蜕〕,第一學習階段,,7,退化、退出、退伍、退休、後退、倒退、衰退
4102,迴,辵,10,huí,wui4〔回〕,第二學習階段,,2,巡迴、環迴
4103,逃,辵,10,tɑ́o,tou4〔徒〕,第一學習階段,,6,逃生、逃走、逃跑、逃逸、逃避、逃脱
4104,追,辵,10,zhuī,zeoi1〔錐〕,第一學習階段,,11,追求、追究、追查、追問、追悼、追逐、追尋、追溯、追趕、追緝、追蹤
4106,這,辵,11,zhè,ze3〔借〕；ze5〔借5〕,第一學習階段,,7,這（兒）、這些、這兒、這個、這裏、這麼、這樣
4107,通,辵,11,tōng,tung1〔同1〕,第一學習階段,,36,通用、通行、通告、通車、通往、通知、通信、通俗、通航、通訊、通訊社、通商、通常、通貨、通脹、通郵、通順、通道、通過、通緝、八達通、水泄不通、卡通、動畫、四通八達、交通、亨通、直通車、流通、相通、疏通、普通、普通話、開通、溝通、精通
4108,逗,辵,11,dòu,dau6〔豆〕,第一學習階段,,1,逗留
4109,連,辵,11,liɑ́n,lin4〔憐〕,第一學習階段,,14,連同、連忙、連接、連貫、連連、連綿、連聲、連鎖、連續、一連、一連串、相連、接二連三、接連
4110,速,辵,11,sù,cuk1〔促〕,第二學習階段,,8,速度、速食、速率、速遞、快速、迅速、急速、時速
4111,逝,辵,11,shì,sai6〔誓〕,第二學習階段,,1,逝世
4112,逐,辵,11,zhú,zuk6〔俗〕,第一學習階段,,6,逐一、逐步、逐漸、角逐、追逐、驅逐
4114,逍,辵,11,xiɑ̄o,siu1〔宵〕,第二學習階段,,1,逍遙
4115,逞,辵,11,chěng,cing2〔請〕,第二學習階段,,1,得逞
4116,造,辵,11,zɑ̀o,zou6〔做〕；cou3〔燥〕,第一學習階段,,14,造句、造成、造林、造型、造詣、造福、人造、改造、建造、創造、塑造、構造、製造、營造
4117,透,辵,11,tòu,tau3〔偷3〕,第二學習階段,,4,透明、透過、透徹、透露
4118,逢,辵,11,féng,fung4〔馮〕,第一學習階段,,2,每逢、重逢
4120,逛,辵,11,guɑ̀ng,kwaang3〔框3〕,第一學習階段,,0,
4121,途,辵,11,tú,tou4〔逃〕,第一學習階段,,9,途人、途中、途徑、途經、中途、用途、沿途、前途、旅途
4122,逮,辵,12,dɑ̀i,dai6〔弟〕,第二學習階段,,1,逮捕
4124,週,辵,12,zhōu,zau1〔州〕,第一學習階段,,6,周末、週末、周年、週年、周記、週記
4125,逸,辵,12,yì,jat6〔日〕,第二學習階段,,3,一勞永逸、逃逸、飄逸
4126,進,辵,12,jìn,zeon3〔俊〕,第一學習階段,①進口葡萄 ②在進口處集合,30,進一步、進入、進口、進化、進出、進去、進而、進行、進行曲、進攻、進步、進來、進取、進度、進軍、進修、進展、進場、進程、進逼、上進、引進、先進、改進、促進、前進、推進、循序漸進、增進、邁進
4127,運,辵,13,yùn,wan6〔混〕,第一學習階段,,21,運用、運行、運作、運河、運氣、運送、運動、運動場、運載、運算、運輸、運轉、營運、運營、厄運、匠心獨運、命運、幸運、客運、搬運、應運而生
4128,遊,辵,13,yóu,jau4〔由〕,第一學習階段,,17,遊人、遊行、遊玩、遊客、遊記、游記、遊艇、遊樂、遊樂場、遊學、遊戲、遊覽、郊遊、旅遊、暢遊、漫遊、導遊
4129,道,辵,13,dɑ̀o,dou6〔杜〕；dou3〔到〕,第一學習階段,①普通話說得地道 ②地道戰爭,33,道士、道具、道教、道理、道路、道歉、道德、一道、人行道、行人道、人道、大行其道、大道、打交道、地道、味道、河道、知道、津津樂道、軌道、通道、報道、渠道、街道、跑道、微不足道、管道、隧道、頻道、賽道、難道、鐵路、鐵道
4130,遂,辵,13,suì,seoi6〔瑞〕,第二學習階段,,0,
4131,遍,辵,13,biɑ̀n,pin3〔片〕,第一學習階段,,2,遍地、普遍
4132,達,辵,13,dɑ́,daat6〔靼6〕,第一學習階段,,17,達成、達到、達標、八達通、四通八達、到達、抵達、表達、發達、傳達、雷達、摩打、摩托、馬達、內燃機、轉達、曠達
4133,逼,辵,13,bī,bik1〔碧〕,第二學習階段,,2,逼近、進逼
4134,違,辵,13,wéi,wai4〔維〕,第二學習階段,,4,違反、違法、違背、違規
4136,遇,辵,13,yù,jyu6〔喻〕,第一學習階段,,6,遇見、遇溺、遇難、待遇、相遇、遭遇
4138,過,辵,13,guò,gwo3〔果3〕,第一學習階段,①過去的日子 ②過去看看 ③暈過去了,32,過山車、過分、過份、過日子、過去、過失、過多、過年、過來、過夜、過往、過度、過後、過問、過渡、過程、過節、過濾、過癮、不過、放過、度過、通過、透過、渡過、越過、超過、經過、罪過、路過、錯過、難過
4140,逾,辵,13,yú,jyu4〔如〕；jyu6〔預〕,第二學習階段,,1,逾期
4142,遠,辵,14,yuɑ̌n,jyun5〔軟〕,第一學習階段,,12,遠山、遠方、遠古、遠足、遠近、遠離、永遠、長遠、望遠鏡、深遠、遙遠、邊遠
4144,遜,辵,14,xùn,seon3〔信〕,第二學習階段,,2,遜色、謙遜
4145,遣,辵,14,qiɑ̌n,hin2〔顯〕,第二學習階段,,2,遣返、派遣
4146,遙,辵,14,yɑ́o,jiu4〔搖〕,第一學習階段,,3,遙控、遙遠、逍遙
4147,遞,辵,14,dì,dai6〔弟〕,第二學習階段,,2,速遞、傳遞
4148,適,辵,15,shì,sik1〔式〕,第一學習階段,,10,適中、適用、適合、適宜、適當、適應、不適、合適、無所適從、舒適
4149,遮,辵,15,zhē,ze1〔嗟〕,第一學習階段,,2,遮蓋、遮擋
4151,遭,辵,15,zɑ̄o,zou1〔租〕,第二學習階段,,2,遭受、遭遇
